# section,x,y,w,h,color
mapp,747,117,9,9,Color.WHITE
mapp,774,135,9,9,Color.WHITE
mapp,765,135,9,9,Color.WHITE
mapp,765,144,9,9,Color.WHITE
mapp,765,153,9,9,Color.WHITE
mapp,756,153,9,9,Color.WHITE
mapp,747,153,9,9,Color.WHITE
mapp,747,144,9,9,Color.WHITE
mapp,747,135,9,9,Color.WHITE
mapp,738,135,9,9,Color.WHITE
mapp,729,135,9,9,Color.WHITE
mapp,720,126,9,9,Color.WHITE
mapp,720,135,9,9,Color.WHITE
mapp,720,144,9,9,Color.WHITE
mapp,720,108,9,9,Color.WHITE
mapp,693,108,9,9,Color.WHITE
mapp,693,117,9,9,Color.WHITE
mapp,693,126,9,9,Color.WHITE
mapp,711,144,9,9,Color.WHITE
mapp,702,144,9,9,Color.WHITE
mapp,693,144,9,9,Color.WHITE
mapp,720,153,9,9,Color.WHITE
mapp,720,162,9,9,Color.WHITE
mapp,720,171,9,9,Color.WHITE
mapp,729,171,9,9,Color.WHITE
mapp,738,171,9,9,Color.WHITE
mapp,747,171,9,9,Color.WHITE
mapp,747,171,9,9,Color.WHITE
mapp,756,171,9,9,Color.WHITE
mapp,765,171,9,9,Color.WHITE
mapp,684,144,9,9,Color.WHITE
mapp,675,144,9,9,Color.WHITE
mapp,666,144,9,9,Color.WHITE
mapp,666,135,9,9,Color.WHITE
mapp,666,126,9,9,Color.WHITE
mapp,666,117,9,9,Color.WHITE
mapp,666,153,9,9,Color.WHITE
mapp,666,162,9,9,Color.WHITE
mapp,675,162,9,9,Color.WHITE
mapp,684,162,9,9,Color.WHITE
mapp,693,162,9,9,Color.WHITE
mapp,702,162,9,9,Color.WHITE
mapp,585,126,9,9,Color.WHITE
mapp,585,135,9,9,Color.WHITE
mapp,585,144,9,9,Color.WHITE
mapp,585,153,9,9,Color.WHITE
mapp,576,153,9,9,Color.WHITE
mapp,576,162,9,9,Color.WHITE
mapp,567,162,9,9,Color.WHITE
mapp,558,162,9,9,Color.WHITE
mapp,558,153,9,9,Color.WHITE
mapp,558,135,9,9,Color.WHITE
mapp,558,126,9,9,Color.WHITE
mapp,567,126,9,9,Color.WHITE
mapp,576,126,9,9,Color.WHITE
mapp,531,216,9,9,Color.WHITE
mapp,540,216,9,9,Color.WHITE
mapp,549,216,9,9,Color.WHITE
mapp,549,207,9,9,Color.WHITE
mapp,549,198,9,9,Color.WHITE
mapp,558,198,9,9,Color.WHITE
mapp,558,189,9,9,Color.WHITE
mapp,567,189,9,9,Color.WHITE
mapp,576,189,9,9,Color.WHITE
mapp,576,198,9,9,Color.WHITE
mapp,576,207,9,9,Color.WHITE
mapp,576,216,9,9,Color.WHITE
mapp,567,216,9,9,Color.WHITE
mapp,567,225,9,9,Color.WHITE
mapp,567,234,9,9,Color.WHITE
mapp,558,234,9,9,Color.WHITE
mapp,549,234,9,9,Color.WHITE
mapp,540,234,9,9,Color.WHITE
mapp,531,234,9,9,Color.WHITE
mapp,540,252,9,9,Color.WHITE
mapp,549,252,9,9,Color.WHITE
mapp,558,252,9,9,Color.WHITE
mapp,540,261,9,9,Color.WHITE
mapp,567,252,9,9,Color.WHITE
mapp,585,252,9,9,Color.WHITE
mapp,594,252,9,9,Color.WHITE
mapp,603,252,9,9,Color.WHITE
mapp,585,261,9,9,Color.WHITE
mapp,585,270,9,9,Color.WHITE
mapp,576,270,9,9,Color.WHITE
mapp,567,270,9,9,Color.WHITE
mapp,558,270,9,9,Color.WHITE
mapp,540,270,9,9,Color.WHITE
mapp,540,279,9,9,Color.WHITE
mapp,540,288,9,9,Color.WHITE
mapp,549,288,9,9,Color.WHITE
mapp,540,297,9,9,Color.WHITE
mapp,540,306,9,9,Color.WHITE
mapp,540,315,9,9,Color.WHITE
mapp,540,324,9,9,Color.WHITE
mapp,549,324,9,9,Color.WHITE
mapp,558,324,9,9,Color.WHITE
mapp,558,306,9,9,Color.WHITE
mapp,558,288,9,9,Color.WHITE
mapp,576,288,9,9,Color.WHITE
mapp,567,288,9,9,Color.WHITE
mapp,585,288,9,9,Color.WHITE
mapp,594,288,9,9,Color.WHITE
mapp,603,288,9,9,Color.WHITE
mapp,603,261,9,9,Color.WHITE
mapp,603,270,9,9,Color.WHITE
mapp,612,252,9,9,Color.WHITE
mapp,621,252,9,9,Color.WHITE
mapp,621,261,9,9,Color.WHITE
mapp,621,270,9,9,Color.WHITE
mapp,621,279,9,9,Color.WHITE
mapp,630,279,9,9,Color.WHITE
mapp,621,288,9,9,Color.WHITE
mapp,621,297,9,9,Color.WHITE
mapp,621,306,9,9,Color.WHITE
mapp,612,306,9,9,Color.WHITE
mapp,603,306,9,9,Color.WHITE
mapp,594,306,9,9,Color.WHITE
mapp,585,306,9,9,Color.WHITE
mapp,576,306,9,9,Color.WHITE
mapp,567,306,9,9,Color.WHITE
mapp,567,324,9,9,Color.WHITE
mapp,576,324,9,9,Color.WHITE
mapp,585,324,9,9,Color.WHITE
mapp,594,324,9,9,Color.WHITE
mapp,603,324,9,9,Color.WHITE
mapp,612,324,9,9,Color.WHITE
mapp,621,324,9,9,Color.WHITE
mapp,621,315,9,9,Color.WHITE
mapp,630,252,9,9,Color.WHITE
mapp,639,252,9,9,Color.WHITE
mapp,639,261,9,9,Color.WHITE
mapp,648,252,9,9,Color.WHITE
mapp,639,243,9,9,Color.WHITE
mapp,630,234,9,9,Color.WHITE
mapp,639,234,9,9,Color.WHITE
mapp,648,234,9,9,Color.WHITE
mapp,657,234,9,9,Color.WHITE
mapp,657,225,9,9,Color.WHITE
mapp,666,225,9,9,Color.WHITE
mapp,666,216,9,9,Color.WHITE
mapp,666,207,9,9,Color.WHITE
mapp,666,198,9,9,Color.WHITE
mapp,657,198,9,9,Color.WHITE
mapp,657,189,9,9,Color.WHITE
mapp,648,189,9,9,Color.WHITE
mapp,639,189,9,9,Color.WHITE
mapp,630,189,9,9,Color.WHITE
mapp,657,180,9,9,Color.WHITE
mapp,675,198,9,9,Color.WHITE
mapp,684,198,9,9,Color.WHITE
mapp,693,198,9,9,Color.WHITE
mapp,702,198,9,9,Color.WHITE
mapp,702,189,9,9,Color.WHITE
mapp,702,180,9,9,Color.WHITE
mapp,702,171,9,9,Color.WHITE
mapp,675,180,9,9,Color.WHITE
mapp,684,180,9,9,Color.WHITE
mapp,720,189,9,9,Color.WHITE
mapp,720,180,9,9,Color.WHITE
mapp,720,198,9,9,Color.WHITE
mapp,738,180,9,9,Color.WHITE
mapp,738,189,9,9,Color.WHITE
mapp,738,198,9,9,Color.WHITE
mapp,720,216,9,9,Color.WHITE
mapp,711,216,9,9,Color.WHITE
mapp,702,216,9,9,Color.WHITE
mapp,693,216,9,9,Color.WHITE
mapp,684,216,9,9,Color.WHITE
mapp,738,216,9,9,Color.WHITE
mapp,738,225,9,9,Color.WHITE
mapp,738,234,9,9,Color.WHITE
mapp,756,216,9,9,Color.WHITE
mapp,756,207,9,9,Color.WHITE
mapp,765,207,9,9,Color.WHITE
mapp,765,198,9,9,Color.WHITE
mapp,774,198,9,9,Color.WHITE
mapp,774,189,9,9,Color.WHITE
mapp,729,234,9,9,Color.WHITE
mapp,729,243,9,9,Color.WHITE
mapp,720,243,9,9,Color.WHITE
mapp,720,252,9,9,Color.WHITE
mapp,711,252,9,9,Color.WHITE
mapp,711,261,9,9,Color.WHITE
mapp,702,261,9,9,Color.WHITE
mapp,702,270,9,9,Color.WHITE
mapp,693,270,9,9,Color.WHITE
mapp,693,279,9,9,Color.WHITE
mapp,666,252,9,9,Color.WHITE
mapp,675,252,9,9,Color.WHITE
mapp,675,243,9,9,Color.WHITE
mapp,684,252,9,9,Color.WHITE
mapp,675,261,9,9,Color.WHITE
mapp,684,279,9,9,Color.WHITE
mapp,702,279,9,9,Color.WHITE
mapp,693,288,9,9,Color.WHITE
mapp,666,279,9,9,Color.WHITE
mapp,657,279,9,9,Color.WHITE
mapp,657,270,9,9,Color.WHITE
mapp,648,279,9,9,Color.WHITE
mapp,657,288,9,9,Color.WHITE
mapp,729,270,9,9,Color.WHITE
mapp,738,270,9,9,Color.WHITE
mapp,747,270,9,9,Color.WHITE
mapp,747,261,9,9,Color.WHITE
mapp,756,261,9,9,Color.WHITE
mapp,756,252,9,9,Color.WHITE
mapp,765,252,9,9,Color.WHITE
mapp,765,243,9,9,Color.WHITE
mapp,774,243,9,9,Color.WHITE
mapp,774,234,9,9,Color.WHITE
mapp,675,297,9,9,Color.WHITE
mapp,675,306,9,9,Color.WHITE
mapp,675,315,9,9,Color.WHITE
mapp,675,324,9,9,Color.WHITE
mapp,684,324,9,9,Color.WHITE
mapp,684,315,9,9,Color.WHITE
mapp,693,315,9,9,Color.WHITE
mapp,693,306,9,9,Color.WHITE
mapp,702,306,9,9,Color.WHITE
mapp,657,306,9,9,Color.WHITE
mapp,657,315,9,9,Color.WHITE
mapp,657,324,9,9,Color.WHITE
mapp,639,297,9,9,Color.WHITE
mapp,639,306,9,9,Color.WHITE
mapp,639,315,9,9,Color.WHITE
mapp,639,324,9,9,Color.WHITE
mapp,567,342,9,9,Color.WHITE
mapp,576,342,9,9,Color.WHITE
mapp,585,342,9,9,Color.WHITE
mapp,567,360,9,9,Color.WHITE
mapp,576,360,9,9,Color.WHITE
mapp,585,360,9,9,Color.WHITE
mapp,567,378,9,9,Color.WHITE
mapp,576,378,9,9,Color.WHITE
mapp,585,378,9,9,Color.WHITE
mapp,603,378,9,9,Color.WHITE
mapp,612,378,9,9,Color.WHITE
mapp,621,378,9,9,Color.WHITE
mapp,603,360,9,9,Color.WHITE
mapp,612,360,9,9,Color.WHITE
mapp,621,360,9,9,Color.WHITE
mapp,603,342,9,9,Color.WHITE
mapp,612,342,9,9,Color.WHITE
mapp,621,342,9,9,Color.WHITE
mapp,639,342,9,9,Color.WHITE
mapp,639,351,9,9,Color.WHITE
mapp,639,360,9,9,Color.WHITE
mapp,639,378,9,9,Color.WHITE
mapp,639,387,9,9,Color.WHITE
mapp,639,396,9,9,Color.WHITE
mapp,657,342,9,9,Color.WHITE
mapp,657,351,9,9,Color.WHITE
mapp,657,360,9,9,Color.WHITE
mapp,657,378,9,9,Color.WHITE
mapp,657,387,9,9,Color.WHITE
mapp,657,396,9,9,Color.WHITE
mapp,675,396,9,9,Color.WHITE
mapp,675,387,9,9,Color.WHITE
mapp,675,378,9,9,Color.WHITE
mapp,675,360,9,9,Color.WHITE
mapp,675,351,9,9,Color.WHITE
mapp,675,342,9,9,Color.WHITE
mapp,558,396,9,9,Color.WHITE
mapp,567,396,9,9,Color.WHITE
mapp,576,396,9,9,Color.WHITE
mapp,567,405,9,9,Color.WHITE
mapp,567,414,9,9,Color.WHITE
mapp,567,423,9,9,Color.WHITE
mapp,585,396,9,9,Color.WHITE
mapp,585,405,9,9,Color.WHITE
mapp,594,405,9,9,Color.WHITE
mapp,594,396,9,9,Color.WHITE
mapp,603,396,9,9,Color.WHITE
mapp,612,396,9,9,Color.WHITE
mapp,612,405,9,9,Color.WHITE
mapp,612,414,9,9,Color.WHITE
mapp,585,423,9,9,Color.WHITE
mapp,594,423,9,9,Color.WHITE
mapp,585,432,9,9,Color.WHITE
mapp,585,441,9,9,Color.WHITE
mapp,567,432,9,9,Color.WHITE
mapp,567,441,9,9,Color.WHITE
mapp,567,450,9,9,Color.WHITE
mapp,576,450,9,9,Color.WHITE
mapp,585,450,9,9,Color.WHITE
mapp,594,450,9,9,Color.WHITE
mapp,612,450,9,9,Color.WHITE
mapp,603,450,9,9,Color.WHITE
mapp,612,441,9,9,Color.WHITE
mapp,612,432,9,9,Color.WHITE
mapp,639,414,9,9,Color.WHITE
mapp,639,423,9,9,Color.WHITE
mapp,639,432,9,9,Color.WHITE
mapp,639,450,9,9,Color.WHITE
mapp,639,459,9,9,Color.WHITE
mapp,639,468,9,9,Color.WHITE
mapp,657,414,9,9,Color.WHITE
mapp,657,423,9,9,Color.WHITE
mapp,657,432,9,9,Color.WHITE
mapp,657,450,9,9,Color.WHITE
mapp,657,459,9,9,Color.WHITE
mapp,657,468,9,9,Color.WHITE
mapp,675,414,9,9,Color.WHITE
mapp,675,432,9,9,Color.WHITE
mapp,675,423,9,9,Color.WHITE
mapp,675,450,9,9,Color.WHITE
mapp,675,459,9,9,Color.WHITE
mapp,675,468,9,9,Color.WHITE
mapp,612,468,9,9,Color.WHITE
mapp,567,459,9,9,Color.WHITE
mapp,567,468,9,9,Color.WHITE
mapp,684,459,9,9,Color.WHITE
mapp,702,459,9,9,Color.WHITE
mapp,711,459,9,9,Color.WHITE
mapp,711,450,9,9,Color.WHITE
mapp,720,450,9,9,Color.WHITE
mapp,720,441,9,9,Color.WHITE
mapp,729,441,9,9,Color.WHITE
mapp,729,432,9,9,Color.WHITE
mapp,738,432,9,9,Color.WHITE
mapp,738,423,9,9,Color.WHITE
mapp,747,423,9,9,Color.WHITE
mapp,747,414,9,9,Color.WHITE
mapp,756,414,9,9,Color.WHITE
mapp,756,405,9,9,Color.WHITE
mapp,765,405,9,9,Color.WHITE
mapp,765,396,9,9,Color.WHITE
mapp,774,396,9,9,Color.WHITE
mapp,747,459,9,9,Color.WHITE
mapp,738,459,9,9,Color.WHITE
mapp,747,450,9,9,Color.WHITE
mapp,756,450,9,9,Color.WHITE
mapp,756,441,9,9,Color.WHITE
mapp,765,441,9,9,Color.WHITE
mapp,765,432,9,9,Color.WHITE
mapp,774,432,9,9,Color.WHITE
mapp,774,423,9,9,Color.WHITE
mapp,774,468,9,9,Color.WHITE
mapp,774,459,9,9,Color.WHITE
mapp,765,468,9,9,Color.WHITE
mapp,684,423,9,9,Color.WHITE
mapp,684,387,9,9,Color.WHITE
mapp,702,423,9,9,Color.WHITE
mapp,711,423,9,9,Color.WHITE
mapp,711,414,9,9,Color.WHITE
mapp,720,414,9,9,Color.WHITE
mapp,720,405,9,9,Color.WHITE
mapp,729,405,9,9,Color.WHITE
mapp,729,396,9,9,Color.WHITE
mapp,738,396,9,9,Color.WHITE
mapp,738,387,9,9,Color.WHITE
mapp,747,387,9,9,Color.WHITE
mapp,747,378,9,9,Color.WHITE
mapp,756,378,9,9,Color.WHITE
mapp,756,369,9,9,Color.WHITE
mapp,765,369,9,9,Color.WHITE
mapp,765,360,9,9,Color.WHITE
mapp,774,360,9,9,Color.WHITE
mapp,774,351,9,9,Color.WHITE
mapp,702,387,9,9,Color.WHITE
mapp,711,387,9,9,Color.WHITE
mapp,711,378,9,9,Color.WHITE
mapp,720,378,9,9,Color.WHITE
mapp,720,369,9,9,Color.WHITE
mapp,729,369,9,9,Color.WHITE
mapp,729,360,9,9,Color.WHITE
mapp,738,360,9,9,Color.WHITE
mapp,738,351,9,9,Color.WHITE
mapp,747,351,9,9,Color.WHITE
mapp,747,342,9,9,Color.WHITE
mapp,756,342,9,9,Color.WHITE
mapp,756,333,9,9,Color.WHITE
mapp,765,333,9,9,Color.WHITE
mapp,765,324,9,9,Color.WHITE
mapp,774,324,9,9,Color.WHITE
mapp,774,315,9,9,Color.WHITE
mapp,684,351,9,9,Color.WHITE
mapp,702,351,9,9,Color.WHITE
mapp,711,351,9,9,Color.WHITE
mapp,711,342,9,9,Color.WHITE
mapp,720,342,9,9,Color.WHITE
mapp,720,333,9,9,Color.WHITE
mapp,729,333,9,9,Color.WHITE
mapp,729,324,9,9,Color.WHITE
mapp,738,324,9,9,Color.WHITE
mapp,738,315,9,9,Color.WHITE
mapp,747,315,9,9,Color.WHITE
mapp,747,306,9,9,Color.WHITE
mapp,756,306,9,9,Color.WHITE
mapp,756,297,9,9,Color.WHITE
mapp,765,297,9,9,Color.WHITE
mapp,765,288,9,9,Color.WHITE
mapp,774,288,9,9,Color.WHITE
mapp,774,279,9,9,Color.WHITE
mapp,162,36,9,9,Color.WHITE
mapp,612,459,9,9,Color.WHITE
mapp,585,468,9,9,Color.WHITE
mapp,594,468,9,9,Color.WHITE
mapp,774,387,9,9,Color.WHITE
mapp,180,243,9,9,Color.WHITE
mapp,171,225,9,9,Color.WHITE
mapp,171,198,9,9,Color.WHITE
mapp,144,225,9,9,Color.WHITE
mapp,153,225,9,9,Color.WHITE
mapp,153,162,9,9,Color.WHITE
mapp,90,207,9,9,Color.WHITE
mapp,81,189,9,9,Color.WHITE
mapp,99,279,9,9,Color.WHITE
mapp,90,261,9,9,Color.WHITE
mapp,108,243,9,9,Color.WHITE
mapp,144,180,9,9,Color.WHITE
mapp,126,162,9,9,Color.WHITE
mapp,99,162,9,9,Color.WHITE
mapp,108,189,9,9,Color.WHITE
mapp,99,189,9,9,Color.WHITE
mapp,126,216,9,9,Color.WHITE
mapp,135,198,9,9,Color.WHITE
mapp,81,270,9,9,Color.WHITE
mapp,108,216,9,9,Color.WHITE
mapp,117,216,9,9,Color.WHITE
mapp2,495,135,9,9,Color.YELLOW
mapp2,498,138,3,3,Color.BLACK
mapp2,252,234,9,9,Color.YELLOW
mapp2,255,237,3,3,Color.BLACK
mapp2,549,306,9,9,Color.YELLOW
mapp2,552,309,3,3,Color.BLACK
mapp2,576,252,9,9,Color.YELLOW
mapp2,579,255,3,3,Color.BLACK
mapp2,603,279,9,9,Color.YELLOW
mapp2,606,282,3,3,Color.BLACK
mapp2,432,423,9,9,Color.YELLOW
mapp2,435,426,3,3,Color.BLACK
mapp2,162,279,9,9,Color.YELLOW
mapp2,165,282,3,3,Color.BLACK
mapp2,279,360,9,9,Color.PINK
mapp2,282,363,3,3,Color.BLACK
mapp2,252,108,9,9,Color.PINK
mapp2,255,111,3,3,Color.BLACK
mapp2,153,279,9,9,Color.PINK
mapp2,156,282,3,3,Color.BLACK
mapp2,324,63,9,9,Color.PINK
mapp2,327,66,3,3,Color.BLACK
mapp2,747,162,9,9,Color.PINK
mapp2,750,165,3,3,Color.BLACK
mapp2,459,459,9,9,Color.ORANGE
mapp2,462,462,3,3,Color.BLACK
mapp2,279,72,9,9,Color.ORANGE
mapp2,282,75,3,3,Color.BLACK
mapp2,613,108,9,9,Color.ORANGE
mapp2,616,111,3,3,Color.BLACK
mapp2,126,72,9,9,Color.ORANGE
mapp2,129,75,3,3,Color.BLACK
mapp2,693,459,9,9,Color.ORANGE
mapp2,696,462,3,3,Color.BLACK
mapp2,45,27,9,9,Color.CYAN
mapp2,48,30,3,3,Color.BLACK
mapp2,36,9,9,9,Color.CYAN
mapp2,39,12,3,3,Color.BLACK
mapp2,9,72,9,9,Color.CYAN
mapp2,12,75,3,3,Color.BLACK
mapp2,90,9,9,9,Color.CYAN
mapp2,93,12,3,3,Color.BLACK
mapp2,108,72,9,9,Color.CYAN
mapp2,111,75,3,3,Color.BLACK
mapp2,522,126,9,9,Color.YELLOW
mapp2,288,315,9,9,Color.YELLOW
mapp2,378,117,9,9,Color.YELLOW
mapp2,369,369,9,9,Color.YELLOW
mapp2,459,306,9,9,Color.YELLOW
mapp2,27,144,9,9,Color.YELLOW
mapp2,414,27,9,9,Color.YELLOW
mapp2,522,126,9,9,Color.YELLOW
mapp2,414,306,9,9,Color.YELLOW
mapp2,315,171,9,9,Color.YELLOW
mapp2,369,369,9,9,Color.YELLOW
mapp2,234,234,9,9,Color.YELLOW
mapp2,27,144,9,9,Color.YELLOW
mapp2,414,27,9,9,Color.YELLOW
mapp2,522,126,9,9,Color.YELLOW
mapp2,288,315,9,9,Color.YELLOW
mapp2,468,234,9,9,Color.YELLOW
mapp2,369,369,9,9,Color.YELLOW
mapp2,198,153,9,9,Color.YELLOW
mapp2,27,144,9,9,Color.YELLOW
mapp2,414,27,9,9,Color.YELLOW
mapp2,612,315,9,9,Color.PINK
mapp2,576,441,9,9,Color.PINK
mapp2,567,81,9,9,Color.PINK
mapp2,45,234,9,9,Color.PINK
mapp2,99,198,9,9,Color.PINK
mapp2,288,9,9,9,Color.PINK
mapp2,414,414,9,9,Color.PINK
mapp2,198,135,9,9,Color.ORANGE
mapp2,648,243,9,9,Color.ORANGE
mapp2,72,324,9,9,Color.ORANGE
mapp2,153,297,9,9,Color.ORANGE
mapp2,693,189,9,9,Color.ORANGE
mapp2,297,63,9,9,Color.CYAN
mapp2,450,432,9,9,Color.CYAN
mapp2,774,441,9,9,Color.CYAN
mapp2,729,144,9,9,Color.CYAN
mapp2,756,45,9,9,Color.CYAN
mapp2,747,90,9,9,Color.CYAN
mapp2,522,198,9,9,Color.DARK_GRAY
mapp2,531,198,9,9,Color.DARK_GRAY
mapp2,513,207,9,9,Color.DARK_GRAY
mapp2,513,216,9,9,Color.DARK_GRAY
mapp2,513,225,9,9,Color.DARK_GRAY
mapp2,513,234,9,9,Color.DARK_GRAY
mapp2,513,243,9,9,Color.DARK_GRAY
mapp2,513,252,9,9,Color.DARK_GRAY
mapp2,513,261,9,9,Color.DARK_GRAY
mapp2,513,270,9,9,Color.DARK_GRAY
mapp2,513,279,9,9,Color.DARK_GRAY
mapp2,513,288,9,9,Color.DARK_GRAY
mapp2,513,297,9,9,Color.DARK_GRAY
mapp2,513,306,9,9,Color.DARK_GRAY
mapp2,513,315,9,9,Color.DARK_GRAY
mapp2,513,324,9,9,Color.DARK_GRAY
mapp2,504,324,9,9,Color.DARK_GRAY
mapp2,495,324,9,9,Color.DARK_GRAY
mapp2,486,324,9,9,Color.DARK_GRAY
mapp2,477,324,9,9,Color.DARK_GRAY
mapp2,468,324,9,9,Color.DARK_GRAY
mapp2,459,324,9,9,Color.DARK_GRAY
mapp2,450,324,9,9,Color.DARK_GRAY
mapp2,441,324,9,9,Color.DARK_GRAY
mapp2,432,324,9,9,Color.DARK_GRAY
mapp2,378,333,9,9,Color.DARK_GRAY
mapp2,369,333,9,9,Color.DARK_GRAY
mapp2,360,333,9,9,Color.DARK_GRAY
mapp2,351,333,9,9,Color.DARK_GRAY
mapp2,342,333,9,9,Color.DARK_GRAY
mapp2,333,216,9,9,Color.DARK_GRAY
mapp2,333,225,9,9,Color.DARK_GRAY
mapp2,369,135,9,9,Color.DARK_GRAY
mapp2,369,144,9,9,Color.DARK_GRAY
mapp2,369,153,9,9,Color.DARK_GRAY
mapp2,432,90,9,9,Color.DARK_GRAY
mapp2,531,144,9,9,Color.DARK_GRAY
mapp2,531,153,9,9,Color.DARK_GRAY
mapp2,531,162,9,9,Color.DARK_GRAY
mapp2,531,171,9,9,Color.DARK_GRAY
mapp2,531,180,9,9,Color.DARK_GRAY
mapp2,531,189,9,9,Color.DARK_GRAY
mapp2,351,117,9,9,Color.DARK_GRAY
mapp2,351,72,9,9,Color.DARK_GRAY
mapp2,351,63,9,9,Color.DARK_GRAY
mapp2,468,72,9,9,Color.DARK_GRAY
mapp2,585,99,9,9,Color.DARK_GRAY
mapp2,585,108,9,9,Color.DARK_GRAY
mapp2,585,117,9,9,Color.DARK_GRAY
mapp2,594,126,9,9,Color.DARK_GRAY
mapp2,603,126,9,9,Color.DARK_GRAY
mapp2,657,171,9,9,Color.DARK_GRAY
mapp2,540,333,9,9,Color.DARK_GRAY
mapp2,432,360,9,9,Color.DARK_GRAY
mapp2,288,135,9,9,Color.DARK_GRAY
mapp2,279,135,9,9,Color.DARK_GRAY
menuBlocks,275,400,250,50,Color.WHITE
menuBlocks,275,450,250,50,Color.WHITE
menuBlocks,288,423,9,54,Color.BLACK
menuBlocks,297,423,27,9,Color.BLACK
menuBlocks,315,432,9,27,Color.BLACK
menuBlocks,297,450,18,9,Color.BLACK
menuBlocks,351,423,9,54,Color.BLACK
menuBlocks,360,468,27,9,Color.BLACK
menuBlocks,414,423,9,54,Color.BLACK
menuBlocks,423,423,27,9,Color.BLACK
menuBlocks,441,432,9,45,Color.BLACK
menuBlocks,423,450,18,9,Color.BLACK
menuBlocks,477,423,9,27,Color.BLACK
menuBlocks,504,423,9,27,Color.BLACK
menuBlocks,486,450,18,9,Color.BLACK
menuBlocks,490,455,10,20,Color.BLACK
menuBlocks,485,445,20,5,Color.BLACK
menuBlocks,485,440,5,5,Color.BLACK
menuBlocks,500,440,5,5,Color.BLACK
menuBlocks,480,450,10,5,Color.BLACK
menuBlocks,500,450,10,5,Color.BLACK
menuBlocks,50,50,700,50,Color.WHITE
menuBlocks,50,100,700,50,Color.WHITE
menuBlocks,50,150,700,50,Color.WHITE
menuBlocks,50,200,700,50,Color.WHITE
menuBlocks,63,63,9,171,Color.BLACK
menuBlocks,72,225,81,9,Color.BLACK
menuBlocks,72,63,90,9,Color.BLACK
menuBlocks,72,144,36,9,Color.BLACK
menuBlocks,72,72,81,9,Color.GRAY
menuBlocks,72,81,9,63,Color.GRAY
menuBlocks,72,153,36,9,Color.GRAY
menuBlocks,72,162,9,63,Color.GRAY
menuBlocks,63,234,90,9,Color.GRAY
menuBlocks,108,144,9,18,Color.GRAY
menuBlocks,153,63,9,18,Color.GRAY
menuBlocks,153,225,9,18,Color.GRAY
menuBlocks,225,63,9,36,Color.BLACK
menuBlocks,225,198,9,36,Color.BLACK
menuBlocks,171,198,9,36,Color.BLACK
menuBlocks,189,126,9,18,Color.BLACK
menuBlocks,171,63,9,36,Color.BLACK
menuBlocks,207,153,9,18,Color.BLACK
menuBlocks,207,126,9,18,Color.BLACK
menuBlocks,189,153,9,18,Color.BLACK
menuBlocks,180,90,9,45,Color.BLACK
menuBlocks,216,90,9,45,Color.BLACK
menuBlocks,180,162,9,45,Color.BLACK
menuBlocks,216,162,9,45,Color.BLACK
menuBlocks,198,135,9,27,Color.BLACK
menuBlocks,171,234,9,9,Color.GRAY
menuBlocks,225,234,9,9,Color.GRAY
menuBlocks,180,207,9,9,Color.GRAY
menuBlocks,189,171,9,36,Color.GRAY
menuBlocks,216,135,9,9,Color.GRAY
menuBlocks,207,144,9,9,Color.GRAY
menuBlocks,225,99,9,9,Color.GRAY
menuBlocks,198,162,9,9,Color.GRAY
menuBlocks,234,72,9,27,Color.GRAY
menuBlocks,225,108,9,27,Color.GRAY
menuBlocks,180,72,9,18,Color.GRAY
menuBlocks,189,90,9,36,Color.GRAY
menuBlocks,180,216,9,27,Color.GRAY
menuBlocks,180,63,9,9,Color.GRAY
menuBlocks,234,63,9,9,Color.GRAY
menuBlocks,216,153,9,9,Color.GRAY
menuBlocks,225,162,9,36,Color.GRAY
menuBlocks,234,198,9,45,Color.GRAY
menuBlocks,315,63,9,81,Color.BLACK
menuBlocks,252,135,63,9,Color.BLACK
menuBlocks,252,63,9,72,Color.BLACK
menuBlocks,261,63,54,9,Color.BLACK
menuBlocks,252,144,9,90,Color.BLACK
menuBlocks,261,72,54,9,Color.GRAY
menuBlocks,261,81,9,54,Color.GRAY
menuBlocks,270,144,54,9,Color.GRAY
menuBlocks,261,144,9,90,Color.GRAY
menuBlocks,324,63,9,90,Color.GRAY
menuBlocks,252,234,18,9,Color.GRAY
menuBlocks,342,63,9,171,Color.BLACK
menuBlocks,351,225,90,9,Color.BLACK
menuBlocks,351,63,9,162,Color.GRAY
menuBlocks,342,234,99,9,Color.GRAY
menuBlocks,441,225,9,18,Color.GRAY
menuBlocks,468,225,9,9,Color.BLACK
menuBlocks,459,72,9,153,Color.BLACK
menuBlocks,468,63,63,9,Color.BLACK
menuBlocks,531,72,9,153,Color.BLACK
menuBlocks,477,225,54,9,Color.BLACK
menuBlocks,531,63,9,9,Color.GRAY
menuBlocks,468,72,63,9,Color.GRAY
menuBlocks,468,81,9,144,Color.GRAY
menuBlocks,531,225,9,9,Color.GRAY
menuBlocks,540,72,9,153,Color.GRAY
menuBlocks,468,234,63,9,Color.GRAY
menuBlocks,459,225,9,9,Color.GRAY
menuBlocks,558,72,9,162,Color.BLACK
menuBlocks,558,63,63,9,Color.BLACK
menuBlocks,621,72,9,72,Color.BLACK
menuBlocks,567,135,54,9,Color.BLACK
menuBlocks,621,63,9,9,Color.BLACK
menuBlocks,585,153,9,9,Color.BLACK
menuBlocks,594,162,9,18,Color.BLACK
menuBlocks,594,171,9,9,Color.BLACK
